book_name,chapter_id,entry_id,date,sentence,Positive_score,Positive_pred,Negative_score,Negative_pred,Neutral_score,Neutral_pred,positive,negative,neutral,immigration
NbutC,1,ch1_e23,"October 29th, 1783",Somewhere along the shore of Lake Champlain I have not been able to write in my journal for two days because I have been so sick.,0.5723195,1,0.9096907,1,0.14204398,0,0,1,0,1
NbutC,1,ch1_e14,"October 19th, 1783","I suppose it is a sad song, about a young cabin boy who is betrayed by his captain and left to drown, but we used to sing out the chorus as loudly as we could with all the will in the world, Father’s voice bellowing out over all of ours, and we never once thought about what the words were saying.",0.8216114,1,0.9076541,1,0.08644193,0,0,1,0,0
NbutC,1,ch1_e6,"October 11th, 1783","Sometimes, if I stare up at the stars hard enough, it seems almost as if the world has turned topsy turvy and I am about to fall down into them.",0.63670903,1,0.90705186,1,0.1181464,0,0,0,1,0
NbutC,3,ch3_e15,"December 19th, 1783","I truly do not believe we will be going back home, no matter how much my mother wishes to.",0.8559129,1,0.903145,1,0.090874195,0,0,1,1,1
NbutC,9,ch9_e5,"June 12th, 1784","“When we have lost everything we owned, everything we ever worked for all these years because of our allegiance to Britain?",0.7889072,1,0.90313417,1,0.096191764,0,0,1,0,1
NbutC,13,ch13_e5,"October 9th, 1784","To lose your country is bad enough, but to lose your family as well!",0.60624933,1,0.9020321,1,0.1530334,0,0,1,0,1
NbutC,2,ch2_e10,"November 16th, 1783",It must be so hard for him to see all of us so happy when he had to leave his family behind in Albany — but something tells me there is more to it than that.,0.887325,1,0.89805865,1,0.0809238,0,1,1,0,1
NbutC,10,ch10_e3,"July 9th, 1784",I wonder if life will ever settle down to comfortable boredom again?,0.71778417,1,0.8971569,1,0.1226946,0,0,1,0,1
NbutC,5,ch5_e1,"February 1st, 1784",My life has settled down into such a routine — sometimes I even forget that I haven’t lived here forever.,0.7355194,1,0.893333,1,0.12684363,0,1,0,1,1
NbutC,3,ch3_e15,"December 19th, 1783",Father says that news has come that the English have now completely evacuated New York City and the last of the Loyalists have left America.,0.9185267,1,0.88833857,1,0.07318498,0,0,1,0,1
NbutC,1,ch1_e19,"October 24th, 1783","He did find a boat, but it is too small to take our wagon!",0.73032373,1,0.8867719,1,0.13099328,0,0,1,0,1
NbutC,1,ch1_e9,"October 14th, 1783","We are thankful, though, that there has not been more rain, as otherwise we would be in ruts and mud right up to the wagon’s axles, and the streams we have to cross now and then would be flooding.",0.5399705,1,0.8862884,1,0.14054118,0,0,1,0,1
NbutC,1,ch1_e20,"October 25th, 1783","I will carry Margaret, so will not be able to manage much else, but will take what I can.",0.5533781,1,0.88578314,1,0.18082453,0,0,0,1,1
NbutC,1,ch1_e20,"October 25th, 1783","It would take us weeks to reach Sorel, maybe months, and we would not be able to make it before the winter snows set in.” “But we can’t just leave everything here!” Mother cried.",0.8283631,1,0.8817688,1,0.09731893,0,0,1,0,1
NbutC,1,ch1_e15,"October 20th, 1783","Father says he doubts that we would ever have made it this far without his help, and that he is immensely grateful.",0.86163557,1,0.88152206,1,0.09614089,0,1,0,0,1
NbutC,1,ch1_e12,"October 17th, 1783",That means they will have to travel during the winter — I cannot imagine how hard that will be.,0.65606165,1,0.8802392,1,0.14745152,0,0,1,0,1
NbutC,9,ch9_e1,"June 1st, 1784","When we put in to shore for our noon meal we are immediately attacked by the black flies and mosquitoes, and the flies descend in such droves to cover our food that it is hard to take a bite without crunching down on one of them.",0.44121778,0,0.87923586,1,0.17662,0,0,1,0,1
NbutC,10,ch10_e5,"July 11th, 1784","I will probably have the smell of wet dog in my nose for the rest of my life, too.",0.42234007,0,0.8776617,1,0.22837743,0,,,,
NbutC,1,ch1_e4,"October 9th, 1783","Jamie and I walk most of the time so that old Blue doesn’t have such a heavy load to pull, but we do get tired.",0.77916294,1,0.87746596,1,0.12680557,0,,,,
NbutC,9,ch9_e2,"June 3rd, 1784","The first time we went through rapids I was quite frightened, certain that all the boats were going to be lost.",0.723612,1,0.8753989,1,0.123742774,0,,,,
NbutC,1,ch1_e3,"October 8th, 1783","“Besides,” he’d said, “if I don’t fight for the British I’ll have to fight for the rebels, and that I will never do.” It was after that that our friends and neighbours began to shun us, but we never imagined things would come to this.",0.7792435,1,0.8744318,1,0.11526151,0,,,,
NbutC,8,ch8_e4,"May 12th, 1784","Laddie, by the way, was very unhappy at having to travel in a boat again.",0.69060165,1,0.8738432,1,0.15117924,0,,,,
NbutC,1,ch1_e23,"October 29th, 1783","We stop on the shore each night, but only long enough to make a fire and eat — that is where we are as I write this — and then it is back into the boat again.",0.82920325,1,0.8731387,1,0.10741548,0,,,,
NbutC,9,ch9_e4,"June 10th, 1784",It is hard to believe that this wild place can ever be home.,0.8370738,1,0.87288713,1,0.11248356,0,,,,
NbutC,1,ch1_e25,"October 31st, 1783","The wind died down today and the sailors were not happy because they had to row, but I quite liked it.",0.8071039,1,0.8722268,1,0.110108785,0,,,,
NbutC,10,ch10_e12,"July 23rd, 1784",He is worrying more and more that we will not have time to build a cabin and then bring in any crops at all to help us through the winter that is to come.,0.8186215,1,0.8719144,1,0.10523933,0,,,,
NbutC,9,ch9_e2,"June 3rd, 1784",If a boat ever tipped the man would be thrown into the rushing water and surely dashed to pieces on the rocks.,0.23487106,0,0.87071675,1,0.2744644,0,,,,
NbutC,1,ch1_e6,"October 11th, 1783","Walking is a little easier as there are not so many hills, but watching the river flow back to the land we’ve left, while we are trudging along in the opposite direction, fills me with sadness.",0.8243956,1,0.8694987,1,0.10222582,0,,,,
NbutC,8,ch8_e4,"May 12th, 1784",At one point I thought the small boat we were packed into would founder.,0.82060504,1,0.868179,1,0.12605393,0,,,,
NbutC,1,ch1_e23,"October 29th, 1783","Even though the sailors make up a good stew for us each night, or else fry up fish that they have caught in the lake, I have not been able to force the slightest morsel down.",0.4846281,0,0.8661564,1,0.19649123,0,,,,
NbutC,5,ch5_e7,"February 15th, 1784",The dissatisfaction in the community at the thought of being forced to go upriver this spring to settle in wild and unknown lands is increasing.,0.71114874,1,0.86474067,1,0.13670465,0,,,,
NbutC,9,ch9_e2,"June 3rd, 1784","When we reach the beginning of the rapids, we passengers all disembark and take whatever is most precious to us, in case one of the boats does tip.",0.79654694,1,0.8627672,1,0.12587401,0,,,,
NbutC,1,ch1_e20,"October 25th, 1783",“Why can we not just keep our wagon and make our way north by the road?” Mother pleaded when he broke the news to her.,0.68771064,1,0.8624101,1,0.15809736,0,,,,
NbutC,1,ch1_e5,"October 10th, 1783","Mother is so certain that we will return home, but if we settle there, would we?",0.800416,1,0.8618917,1,0.12980697,0,,,,
NbutC,10,ch10_e6,"July 13th, 1784","We are all stiff and sore, and Mother and I have huge blisters on our hands, but when I look at how much we have cleared I am filled with a great sense of pride and accomplishment.",0.8669477,1,0.86129874,1,0.101092346,0,,,,
NbutC,3,ch3_e4,"December 6th, 1783","I was despairing because I was running out, but when I screwed up the courage to ask him for some to take home, and told him what it was for, he gave me a whole bottle!",0.53284353,1,0.86080664,1,0.2127266,0,,,,
NbutC,2,ch2_e11,"November 18th, 1783","Machiche itself is crammed full of people like us, Loyalists who have escaped from the Colonies.",0.82823706,1,0.85919017,1,0.11454176,0,,,,
NbutC,3,ch3_e1,"December 1st, 1783","I was looking forward to that so much, but all of the fun went out of it when baby Margaret died.",0.82996696,1,0.8569151,1,0.14183675,0,,,,
NbutC,1,ch1_e12,"October 17th, 1783","We could not see the river from where we were, but the noise of it now was so great that we could hardly hear each other speak.",0.72766286,1,0.85314286,1,0.1331826,0,,,,
NbutC,8,ch8_e4,"May 12th, 1784","There are thousands of people gathered here, from military settlements as far downriver as Québec City, and the confusion, noise and general disarray is truly alarming.",0.8383757,1,0.85262716,1,0.11319143,0,,,,
NbutC,8,ch8_e4,"May 12th, 1784",The river still has some ice in it and the trip so far has been frightening.,0.6515218,1,0.8522291,1,0.1725116,0,,,,
NbutC,1,ch1_e20,"October 25th, 1783",The wagon is loaded up with all the things we cannot take.,0.5232495,1,0.85199344,1,0.21611533,0,,,,
NbutC,2,ch2_e7,"November 13th, 1783",How could we possibly make our way through snow?,0.61558795,1,0.8505552,1,0.17904064,0,,,,
NbutC,1,ch1_e4,"October 9th, 1783","Without that paper to show that we are travelling by order of our local Committee of Safety, Father says, we would have been in a lot of trouble.",0.7812483,1,0.84992564,1,0.13723586,0,,,,
NbutC,1,ch1_e23,"October 29th, 1783","It is very uncomfortable sleeping all squashed up, but the sailors prefer to keep going at night as long as there is a good wind.",0.6356923,1,0.8485045,1,0.16282837,0,,,,
NbutC,1,ch1_e4,"October 9th, 1783","We’ve been on the move for two days now, heading north, and I am bone weary and sick to death.",0.7925174,1,0.8482656,1,0.1258208,0,,,,
NbutC,2,ch2_e3,"November 4th, 1783",Our wealth is not intact.,0.68217045,1,0.8481985,1,0.18172535,0,,,,
NbutC,1,ch1_e23,"October 29th, 1783","The only Negroes that are really free are the escaped American slaves who fought with the British armies, Father says.",0.75743467,1,0.84791774,1,0.14870815,0,,,,
NbutC,1,ch1_e23,"October 29th, 1783",At this rate her father will be much less fat by the time we reach Canada.,0.8685889,1,0.84751433,1,0.12084614,0,,,,
NbutC,5,ch5_e3,"February 7th, 1784","We do not belong there any more, and that is what will surely happen if we return!",0.72774565,1,0.84698105,1,0.14045481,0,,,,
NbutC,1,ch1_e15,"October 20th, 1783",Most everything we own is drenched.,0.60300297,1,0.84691703,1,0.20787564,0,,,,
NbutC,2,ch2_e3,"November 4th, 1783","The weather is very cold and I truly thought I would never stop shivering, but the tea is warming me up and I finally have.",0.7298366,1,0.84673417,1,0.16374235,0,,,,
NbutC,1,ch1_e20,"October 25th, 1783","“Just a miserable track, crossed with rivers that would be difficult for us to ford by ourselves.",0.48113677,0,0.8456088,1,0.20959766,0,,,,
NbutC,1,ch1_e3,"October 8th, 1783","Father admits that much of what the rebels claimed was just — the British were interfering too much in our affairs, and levying unreasonable taxes upon us.",0.6152497,1,0.84435236,1,0.18969025,0,,,,
NbutC,1,ch1_e3,"October 8th, 1783","Father told me that Loyalist families have been promised free land there in recompense for their loyalty to the King, but I can’t imagine he ever thought we’d be the ones leaving our homes.",0.83974236,1,0.8420908,1,0.12852561,0,,,,
NbutC,8,ch8_e1,"May 2nd, 1784",I cannot say that I will be sorry to see the last of it.,0.2265706,0,0.8416382,1,0.31789663,0,,,,
NbutC,12,ch12_e4,"September 14th, 1784",Father’s face lightened as if the worries of the world had been lifted from his shoulders at that news.,0.7469862,1,0.8413348,1,0.15918872,0,,,,
NbutC,3,ch3_e15,"December 19th, 1783",Why would we want to live amongst those people again after the way they treated us?,0.3965868,0,0.8404969,1,0.25169426,0,,,,
NbutC,1,ch1_e2,"October 7th, 1783","They paraded Father through town that way, shouting vile oaths that I cannot repeat even to this journal.",0.45719627,0,0.83916897,1,0.22229166,0,,,,
NbutC,7,ch7_e1,"April 6th, 1784",Canada is my home now.” Mother fell silent but her mouth did not tighten as it usually does when we talk about never returning home again.,0.90067947,1,0.83915395,1,0.12019336,0,,,,
NbutC,1,ch1_e21,"October 26th, 1783","Still, he prayed for the safety of those of us about to embark on our “perilous journey.” I was glad of that.",0.80385715,1,0.83880424,1,0.1377012,0,,,,
NbutC,3,ch3_e16,"December 20th, 1783",One thing Grannie will never give up is her determination to go into the New Year without a speck of dust or dirt anywhere.,0.7101503,1,0.83841175,1,0.17352474,0,,,,
NbutC,1,ch1_e5,"October 10th, 1783","Even if we are given land, he has no idea where it would be, or what it would be like.",0.8229071,1,0.8377324,1,0.13944967,0,,,,
NbutC,8,ch8_e3,"May 9th, 1784",We are packing what little we have and this small cabin is in a turmoil.,0.7567088,1,0.8367153,1,0.16399789,0,,,,
NbutC,10,ch10_e12,"July 23rd, 1784",“Is it not enough that we have only a few short months to prepare ourselves for winter?” he thundered.,0.66933703,1,0.83654207,1,0.17870192,0,,,,
NbutC,7,ch7_e5,"April 30th, 1784","He says all is well with him and he is looking forward to seeing us all again, but he was terribly sad to hear the news about baby Margaret.",0.92578393,1,0.8361926,1,0.104157455,0,1,1,0,0
NbutC,2,ch2_e4,"November 5th, 1783","She vomited all over me and even though I tried to wash it off in the river when we finally stopped, I can still smell it.",0.34152278,0,0.8350622,1,0.30081698,0,,,,
NbutC,7,ch7_e1,"April 6th, 1784",And so welcome after such a long hard winter in this strange new place.,0.86549485,1,0.8344037,1,0.12304402,0,,,,
NbutC,1,ch1_e23,"October 29th, 1783",Even the smell of it makes me ill. Perhaps I will die.,0.07488702,0,0.8337746,1,0.432646,0,,,,
NbutC,1,ch1_e19,"October 24th, 1783",We can only take what we can carry ourselves.,0.6129256,1,0.8325699,1,0.21464561,0,,,,
NbutC,8,ch8_e11,"May 30th, 1784","That means “Good morning.” Again, we are packed in so tightly there is scarce room to breathe.",0.8285598,1,0.83247524,1,0.1396039,0,,,,
NbutC,12,ch12_e4,"September 14th, 1784",Grannie said it was fortunate that I could not move from where I was put or I would probably have been jumping all over the poor man.,0.27410772,0,0.8323574,1,0.31475398,0,,,,
NbutC,12,ch12_e5,"September 15th, 1784",It would be so good to be able to go — we would feel so much less alone if we could meet with our neighbours once in a while.,0.89405453,1,0.83225995,1,0.10755961,0,,,,
NbutC,1,ch1_e1,"October 6th, 1783","When I told him Angus was off to fight with the British army he thought that a great lark, and went about for days with a stick over his shoulder, pretending to be a soldier.",0.7466872,1,0.83181024,1,0.17507786,0,,,,
NbutC,2,ch2_e3,"November 4th, 1783",It was only when I landed in the water that I remembered that I couldn’t swim!,0.3222328,0,0.8315542,1,0.31411937,0,,,,
NbutC,1,ch1_e19,"October 24th, 1783","We cannot take old Blue, nor Bess — not even the chickens!",0.4576954,0,0.8298015,1,0.24224412,0,,,,
NbutC,1,ch1_e19,"October 24th, 1783","My wish that Hannah’s family could travel with us has come true, but it is awful as well.",0.8630704,1,0.82910377,1,0.14396325,0,,,,
NbutC,8,ch8_e7,"May 18th, 1784","It has been raining constantly, with the result that we have had no fire and have had to make do with cold johnnycake and salt pork to eat.",0.3413312,0,0.82847285,1,0.2570021,0,0,1,0,1
NbutC,5,ch5_e3,"February 7th, 1784","We have nothing left in that new United States of America , Fiona.",0.8820008,1,0.82679904,1,0.12758838,0,,,,
NbutC,1,ch1_e14,"October 19th, 1783","Now I think about it a great deal: He sank into the Lowland, Lowland, Low He sank into the Lowland Sea.",0.36691612,0,0.826443,1,0.25478527,0,,,,
NbutC,7,ch7_e5,"April 30th, 1784",I begin to hope that she has even resigned herself to the fact that we will not be going home.,0.7313818,1,0.82611096,1,0.18191701,0,,,,
NbutC,5,ch5_e8,"February 20th, 1784",I’m sure the weather was never this dreadful back home.,0.7438606,1,0.8255971,1,0.1729586,0,,,,
NbutC,1,ch1_e3,"October 8th, 1783",For over seven years — more than half my life — this war has been raging.,0.6269253,1,0.8253574,1,0.21946336,0,,,,
NbutC,12,ch12_e4,"September 14th, 1784","I could not stop my tongue from wagging, asking him how Hannah was, did her family have their cabin built yet, and a thousand other questions, not to mention, how did he ever get a horse and from where?",0.5132727,1,0.82517326,1,0.2550646,0,,,,
NbutC,4,ch4_e12,"January 20th, 1784","I am happier than I can say, but so exhausted I cannot write more.",0.20710687,0,0.8248987,1,0.34661183,0,,,,
NbutC,1,ch1_e1,"October 6th, 1783",“Cowardly Tory!” All because he would not sign their Oath of Allegiance to the new United States of America.,0.80744344,1,0.8233683,1,0.1575783,0,,,,
NbutC,1,ch1_e4,"October 9th, 1783",I think he realized for the first time today that we’ve really left our home and we might never see it again.,0.91866446,1,0.8232245,1,0.10994707,0,0,1,0,1
NbutC,8,ch8_e1,"May 2nd, 1784",The boys have all deserted and those of us who are left are far too agog to settle down to lessons.,0.71032387,1,0.821507,1,0.16033672,0,,,,
NbutC,1,ch1_e11,"October 16th, 1783","I wrap myself up in the cosy woolen shawl that Grannie knitted for me, and when Jamie and I go to bed at night I almost appreciate the warmth of that smelly dog.",0.67393744,1,0.82149804,1,0.20956653,0,,,,
NbutC,1,ch1_e25,"October 31st, 1783",He was more ill than any of us but was delighted to get a piece of my well-toasted fish skin.,0.63240564,1,0.82114005,1,0.21779373,0,,,,
NbutC,1,ch1_e25,"October 31st, 1783","Now that they must row, the sailors prefer to spend the night on land.",0.74728507,1,0.8204112,1,0.15848383,0,,,,
NbutC,2,ch2_e11,"November 18th, 1783","Mother was terribly unhappy to have to part with him again, but he reassures us that he will see us in the spring as soon as the river opens up.",0.8715277,1,0.8198454,1,0.1376018,0,,,,
NbutC,5,ch5_e1,"February 1st, 1784",I don’t suppose I shall ever have a home again.,0.5205479,1,0.81941867,1,0.2535399,0,0,1,0,1
NbutC,1,ch1_e12,"October 17th, 1783","The river raced by us in a smooth, swift, almost oily sheet, then plunged over the brink to cascade down onto rocks far below.",0.55250084,1,0.8189594,1,0.19150737,0,,,,
NbutC,1,ch1_e6,"October 11th, 1783",How quickly we are leaving behind all we’ve ever known and loved!,0.8627641,1,0.81864005,1,0.13046953,0,,,,
NbutC,6,ch6_e6,"March 25th, 1784","It is still chilly of course, so we kept her well bundled up, but it was such a joy to see her outside.",0.88228077,1,0.8184382,1,0.14184321,0,,,,
NbutC,8,ch8_e11,"May 30th, 1784",Somewhere on the St. Lawrence River This is the first chance I have had to write in my journal since we left.,0.8624074,1,0.8183447,1,0.13255481,0,,,,
NbutC,1,ch1_e4,"October 9th, 1783","Perhaps writing in this journal will take my mind off the dangers out there, real or imagined.",0.6119133,1,0.8175019,1,0.21087086,0,,,,
NbutC,1,ch1_e19,"October 24th, 1783",They cannot take their wagon or their beautiful oxen either.,0.3322307,0,0.8173138,1,0.3049814,0,,,,
NbutC,13,ch13_e3,"October 6th, 1784","The times ahead will be just as hard, I am certain of it, but I look around me and see a home and the beginnings of gardens and fields in what was, just a few short months ago, nothing but forest.",0.7555362,1,0.81438327,1,0.14687239,0,,,,
NbutC,3,ch3_e6,"December 8th, 1783",I wonder if I will ever be happy here?,0.5070072,1,0.81402403,1,0.27618593,0,,,,
NbutC,14,ch14_e2,"November 5th, 1784","We will have to husband our supplies very carefully to get through this winter, but I am certain we will make it.",0.7199931,1,0.8124785,1,0.17483725,0,,,,
NbutC,1,ch1_e24,"October 30th, 1783","It is a lovely feeling to be sailing over the water so freely, and the waves are not quite so frightening.",0.7929289,1,0.8114069,1,0.15590817,0,,,,
NbutC,9,ch9_e3,"June 7th, 1784","I will not miss him, but I wonder how long it will be until a school is built here?",0.7324407,1,0.81130356,1,0.19251646,0,,,,
NbutC,1,ch1_e20,"October 25th, 1783",We have spent most of a day unpacking the wagon and figuring out how much we can carry ourselves.,0.838571,1,0.8107643,1,0.14882433,0,,,,
NbutC,1,ch1_e10,"October 15th, 1783","He admits now that he has been very worried as to whether we were on the right track or not, and John knows this country.",0.8708214,1,0.81075746,1,0.13364913,0,,,,
NbutC,1,ch1_e15,"October 20th, 1783",I am so relieved to be across that river!,0.8175735,1,0.81034565,1,0.15897241,0,,,,
NbutC,1,ch1_e17,"October 22nd, 1783","The dunking in the river went a long way to cleaning Laddie off, and Jamie has soaked him in the lake and combed and brushed him within an inch of his life.",0.29416236,0,0.8103358,1,0.29981065,0,,,,
NbutC,3,ch3_e16,"December 20th, 1783","They could not leave them alight for long because of the danger of fire, but it was bonny while it lasted.",0.44890314,0,0.8096342,1,0.2485882,0,,,,
NbutC,11,ch11_e3,"August 17th, 1784","Mother has her feather tick that we carried all the way here, but the rest of us will have to do with blankets thrown over balsam fir and pine boughs, until we can harvest straw next summer or get corn husks next fall.",0.8533717,1,0.80901426,1,0.1428348,0,,,,
NbutC,5,ch5_e5,"February 10th, 1784","“But Mother,” I argued, “there’s a fair blizzard blowing out there.” Truth to tell, I was afraid to leave.",0.66474557,1,0.80841166,1,0.21255343,0,,,,
NbutC,1,ch1_e20,"October 25th, 1783","The fare for the boat is so exorbitant, we will need the extra money to meet it,” Father answered.",0.7020038,1,0.80826783,1,0.2035358,0,,,,
NbutC,9,ch9_e4,"June 10th, 1784","Mother is busy organizing the food and supplies that we have been given, but every once in a while she just stops and gazes out at the forest all around us with a despairing look.",0.76182956,1,0.8077717,1,0.1774834,0,,,,
NbutC,1,ch1_e15,"October 20th, 1783",Thanks be to goodness the dog managed to make it to the shore by itself not too much farther down.,0.5584481,1,0.8067142,1,0.22472371,0,,,,
NbutC,5,ch5_e3,"February 7th, 1784",Made to ride backwards on a mule through town for all to see and jeer at?,0.5992298,1,0.80598146,1,0.22780299,0,,,,
NbutC,13,ch13_e4,"October 7th, 1784","Father was stretched out on his back, snoozing — just about the first time I’ve seen him so at ease since we settled here — and he was not about to move, so only Jamie and Laddie and I accompanied Duncan.",0.87704945,1,0.8055519,1,0.14462344,0,,,,
NbutC,10,ch10_e3,"July 9th, 1784","We have been given generous rations from the government supplies, and with Angus and Duncan to help we will be able to carry everything, although they might have to make more than one trip.",0.87590855,1,0.80538636,1,0.1309445,0,,,,
NbutC,5,ch5_e9,"February 29th, 1784","As if this month hasn’t been bad enough, it would have to have one extra day in it!",0.5338235,1,0.805004,1,0.24215831,0,0,1,0,0
NbutC,7,ch7_e1,"April 6th, 1784","He just barely escaped with his life, and Mrs. Livingstone had to follow him and bring the children with her all by herself!",0.58739525,1,0.8047414,1,0.25349382,0,,,,
NbutC,9,ch9_e6,"June 14th, 1784","We will have to depend on Government supplies for the winter, Father says.",0.8135096,1,0.8040492,1,0.16709428,0,1,1,0,0
NbutC,12,ch12_e8,"September 27th, 1784",I cannot begin to describe how happy I was to see her again.,0.3943476,0,0.80056787,1,0.3262256,0,,,,
NbutC,1,ch1_e9,"October 14th, 1783",The path we’re on dwindles down to almost nothing in places and it is very hard to make it out.,0.5796809,1,0.800356,1,0.2102441,0,,,,
NbutC,11,ch11_e1,"August 2nd, 1784",It is hard to believe that summer is nearing its end.,0.72106934,1,0.79927707,1,0.19933613,0,,,,
NbutC,10,ch10_e3,"July 9th, 1784","Even though they will be settling near us, I am sore afraid it will be quite some time before I see her again.",0.84831834,1,0.79914904,1,0.15108791,0,,,,
NbutC,8,ch8_e10,"May 25th, 1784","As I write this, sitting on the riverbank and watching all the commotion, I can see the soldiers loading on tents and bales of cloth (a new dress this summer perhaps?)",0.58389574,1,0.799097,1,0.22225901,0,,,,
NbutC,1,ch1_e18,"October 23rd, 1783","The track we are following goes along the lake’s edge, but it curves and doubles around and at times seems to go straight up and we all have to get off the wagon and walk while Mother drives old Blue.",0.7879014,1,0.79862094,1,0.17365539,0,,,,
NbutC,11,ch11_e4,"August 30th, 1784","It is much, and we are very fortunate to have been able to get here safely.",0.89805347,1,0.7983855,1,0.122177795,0,,,,
NbutC,11,ch11_e4,"August 30th, 1784",It was without a doubt the most wonderful meal that I have ever had in my life.,0.7646022,1,0.7978175,1,0.20809802,0,,,,
NbutC,1,ch1_e2,"October 7th, 1783",He will die of the shame of this.,0.11976314,0,0.7971916,1,0.42026803,0,,,,
NbutC,2,ch2_e10,"November 16th, 1783","The only sad thing is that when we leave for Machiche tomorrow, Angus and Duncan will not be able to go with us.",0.8513208,1,0.796116,1,0.16535416,0,,,,
NbutC,1,ch1_e25,"October 31st, 1783","It was just a short respite before we were both called back to help with chores and minding babies, but it was enough.",0.86183923,1,0.7936517,1,0.15956399,0,,,,
NbutC,1,ch1_e19,"October 24th, 1783","How big will the waves be when we get out on the wide part of the lake, I wonder?",0.710206,1,0.7934703,1,0.19695507,0,,,,
NbutC,10,ch10_e8,"July 17th, 1784","I asked him if he didn’t miss Albany at all and he just said, “Not a bit.” I don’t really believe him, but I guess he sure wouldn’t want to go back after having fought on the British side.",0.78583646,1,0.7931233,1,0.19564542,0,,,,
NbutC,2,ch2_e2,"November 3rd, 1783",These days on the boat have almost seemed like a piece out of time.,0.7057708,1,0.7930226,1,0.20078482,0,,,,
NbutC,10,ch10_e5,"July 11th, 1784","The smell of it is making my mouth water, although I am almost too tired to eat.",0.15808323,0,0.79247427,1,0.39859515,0,,,,
NbutC,1,ch1_e6,"October 11th, 1783",It’s strange — Mother has always taken care of me but now I almost feel as if I must take care of her.,0.4677813,0,0.79223245,1,0.32548437,0,,,,
NbutC,1,ch1_e4,"October 9th, 1783","They still hurt, though, and I’m bruised all over from being jounced around so in the wagon when I couldn’t walk any more.",0.19402243,0,0.7913487,1,0.37966633,0,,,,
NbutC,8,ch8_e8,"May 20th, 1784",They wanted to trade for flour but of course none of us had any to spare.,0.71688217,1,0.7913304,1,0.20615803,0,,,,
NbutC,8,ch8_e11,"May 30th, 1784","For shelter we have boat sails and tarpaulins slung over branches, but as long as it doesn’t rain they are sufficient.",0.5651401,1,0.79012907,1,0.22880355,0,,,,
NbutC,1,ch1_e20,"October 25th, 1783",Her mother had brought it all the way from Scotland with her when she came to America.,0.9167183,1,0.7886087,1,0.13640125,0,1,0,0,1
NbutC,9,ch9_e2,"June 3rd, 1784",I cannot help but fear for the safety of the men in the boats.,0.17986286,0,0.7886059,1,0.39752683,0,,,,
NbutC,3,ch3_e3,"December 5th, 1783","We have been promised by Governor Haldimand that we will be supplied with bolts of cloth and blankets from the King’s stores, but I fear that those who arrived before us have received most of them.",0.8156444,1,0.78826225,1,0.16621087,0,,,,
NbutC,10,ch10_e5,"July 11th, 1784",I will have this sound in my ears for the rest of my life!,0.71864414,1,0.78822684,1,0.22591424,0,,,,
NbutC,13,ch13_e5,"October 9th, 1784","He threw me out of the house and declared that as far as he was concerned, I was no longer a son of his.” “But that’s terrible!” I could not even begin to disguise how shocked I was.",0.34877542,0,0.7869881,1,0.34048435,0,,,,
NbutC,7,ch7_e1,"April 6th, 1784","I’m sitting outside in the sunshine and even though my fingers are cold and there is still a chill breeze blowing, I am determined to stay out here.",0.618437,1,0.78665364,1,0.22379151,0,,,,
NbutC,8,ch8_e5,"May 14th, 1784",I do not know how we will stand it.,0.5470704,1,0.7866381,1,0.2627391,0,,,,
