book_name,chapter_id,entry_id,date,sentence,Positive_score,Positive_pred,Negative_score,Negative_pred,Neutral_score,Neutral_pred
FitS,c01,chc01_e5,July 28,"“Did he?” I said, trying to get into the spirit.",0.024700359,0,0.026582703,0,0.97672015,1
FitS,c01,chc01_e5,July 28,"“Oh yes, and he was distraught.",0.012384146,0,0.044946007,0,0.9728544,1
FitS,c01,chc01_e5,July 28,Terribly upset.,0.0036396992,0,0.07266814,0,0.9731906,1
FitS,c01,chc01_e5,July 28,"He said to the doctor, ‘Doctor, will I be able to play the bagpipes after my arm has mended?’ ‘Of course you will, man,’ the doctor snapped.",0.100850604,0,0.36510548,0,0.7281842,1
FitS,c01,chc01_e5,July 28,‘Really?,0.01125163,0,0.020343432,0,0.98400795,1
FitS,c01,chc01_e5,July 28,"Isn’t that amazing,’ McTavish marvelled, ‘since I couldn’t play them before!’” I couldn’t help but laugh at the silliness of the joke.",0.37824664,0,0.53291696,1,0.52019626,1
FitS,c01,chc01_e5,July 28,James felt he’d done his duty and went in search of Robbie.,0.29826856,0,0.16018254,0,0.7983133,1
FitS,c02,chc02_e1,August 1,"The ship is navigating through ice fields and the boat lurches from one mountain of ice to the next, the sailors pushing it with their long poles and every once in a while the bottom of the boat making a dreadful sound as it hits the solid ice below.",0.58752257,1,0.9187086,1,0.12231305,0
FitS,c02,chc02_e1,August 1,I have made an unpleasant discovery.,0.024022538,0,0.115981504,0,0.9314275,1
FitS,c02,chc02_e1,August 1,The longer we are on board the more closed in I begin to feel.,0.65903765,1,0.8359378,1,0.18655561,0
FitS,c02,chc02_e1,August 1,I have never experienced this feeling before.,0.07086435,0,0.4531324,0,0.7466845,1
FitS,c02,chc02_e1,August 1,Of course I have never been closed in before.,0.07483515,0,0.09555773,0,0.9115475,1
FitS,c02,chc02_e1,August 1,"It’s true that our little house in the hills was small, but I always knew that if I felt shut in, which I often did, I could simply go for a long walk, something I did in all weather.",0.8781119,1,0.83124435,1,0.12346789,0
FitS,c02,chc02_e1,August 1,"I would breathe deep of the smells, flowers and trees, and sometimes I would run, just to feel the wind against my face.",0.25198895,0,0.56426007,1,0.48014283,0
FitS,c02,chc02_e1,August 1,"I often stand on deck so I can feel the wind, but as I look about me all I see is the great ocean, and right now the ice, and I know I am trapped on this small ship.",0.7592777,1,0.92052835,1,0.084210664,0
FitS,c02,chc02_e1,August 1,I must not dwell on these feelings because that will only make things worse.,0.025099324,0,0.2419906,0,0.87729317,1
FitS,c02,chc02_e2,August 5,We are held fast by the ice.,0.41149667,0,0.53192025,1,0.4776733,0
FitS,c02,chc02_e2,August 5,"As we settlers have been put in cramped bunks in the forward hold — a dank, dark and cold place I have come to dread — we are trying to spend as little time as possible down there.",0.7484418,1,0.9201293,1,0.087045774,0
FitS,c02,chc02_e2,August 5,I have organized games for the children to keep them busy when we are not studying.,0.13263954,0,0.0331022,0,0.942827,1
FitS,c02,chc02_e2,August 5,"We play hide-and-seek, of course, and that is by far the most popular game with the young ones.",0.2967568,0,0.1725892,0,0.75594485,1
FitS,c02,chc02_e2,August 5,We also play hopscotch and marbles.,0.44245908,0,0.096670546,0,0.8068293,1
FitS,c02,chc02_e2,August 5,And we play a game called tippy fingers.,0.0898967,0,0.022106195,0,0.9648407,1
FitS,c02,chc02_e2,August 5,"I taught them to play it using Robbie the first time: He stands with eyes closed, and hands behind his back.",0.1674041,0,0.090034224,0,0.8778741,1
FitS,c02,chc02_e2,August 5,Then another child touches Robbie’s finger with his own.,0.1310018,0,0.14055756,0,0.87817377,1
FitS,c02,chc02_e2,August 5,Robbie has to guess which child it was and then say how far the child must run.,0.08640213,0,0.27753627,0,0.8086133,1
FitS,c02,chc02_e2,August 5,The first time he did it he said ten times around the deck.,0.1523898,0,0.12551521,0,0.86417276,1
FitS,c02,chc02_e2,August 5,"But Robbie guessed wrong, which meant he needed to run the ten times himself!",0.09697078,0,0.113250844,0,0.8782829,1
FitS,c02,chc02_e2,August 5,"The children loved it, and it certainly kept my mind off my feelings of discomfort.",0.30191836,0,0.4185174,0,0.6277698,1
FitS,c02,chc02_e3,August 12,Robbie has been very naughty.,0.0028632828,0,0.0068868063,0,0.9952988,1
FitS,c02,chc02_e3,August 12,He was playing near the fishing equipment and I insisted he stop.,0.08954034,0,0.06372583,0,0.9337458,1
FitS,c02,chc02_e3,August 12,I couldn’t help but worry that he might cut himself on one of the sharp edges.,0.0128700705,0,0.06489563,0,0.9590565,1
FitS,c02,chc02_e3,August 12,"He says he needn’t listen to me and that God is bad, so he shall be bad too.",0.049871247,0,0.16483648,0,0.88536674,1
FitS,c02,chc02_e3,August 12,I don’t know how to answer him.,0.011048053,0,0.03063555,0,0.98208046,1
FitS,c02,chc02_e3,August 12,Is life here on earth really good?,0.6253357,1,0.5446989,1,0.4414877,0
FitS,c02,chc02_e3,August 12,"Mother always said, “God is good, kind and loving.” If that is so, why has God taken Mother away from us?",0.29069734,0,0.3914681,0,0.6574468,1
FitS,c02,chc02_e3,August 12,"Would not a good, kind and loving God want a mother to stay with her children?",0.09586669,0,0.42503422,0,0.7345305,1
FitS,c02,chc02_e3,August 12,"Just to think this might be blasphemous, and yet how can one explain such pain?",0.03503843,0,0.46764243,0,0.7657488,1
FitS,c02,chc02_e3,August 12,And it was such a silly thing that took Mother from us.,0.12762232,0,0.42005843,0,0.7348989,1
FitS,c02,chc02_e3,August 12,"We were in Helmsdale, ready to embark on our voyage, and suddenly with no warning she became ill.",0.80703706,1,0.84836453,1,0.13525285,0
FitS,c02,chc02_e3,August 12,"The doctor in Helmsdale told us that her blood had become infected from a cut — we all remembered that she had cut herself on the trunk as we were packing, days earlier — and there was nothing he could do for her.",0.32168546,0,0.68857795,1,0.39557743,0
FitS,c02,chc02_e3,August 12,"I nursed her and tried to cool her fever, but it was fruitless.",0.09093122,0,0.50502115,1,0.6875691,1
FitS,c02,chc02_e3,August 12,She told us that we must go to the New Land even if she could not.,0.78703403,1,0.5847836,1,0.30134943,0
FitS,c02,chc02_e3,August 12,"She said that she was going to a better place where she would dance with the angels until Father came to claim her, and that we too must carry on to our better place.",0.8836003,1,0.5497893,1,0.2586219,0
FitS,c02,chc02_e3,August 12,And then she died.,0.007966414,0,0.04806792,0,0.97375363,1
FitS,c02,chc02_e3,August 12,"So, naturally, I worry over Robbie and try to keep him from any harm at all.",0.19351646,0,0.17124821,0,0.8239607,1
FitS,c02,chc02_e4,August 14,Jasper McKay is playing his bagpipes and some of the men and women are dancing.,0.2316518,0,0.049017545,0,0.9021295,1
FitS,c02,chc02_e4,August 14,I cannot.,0.01291733,0,0.074713,0,0.961394,1
FitS,c02,chc02_e4,August 14,"I remember he played his pipes as we left the port of Stromness, where we had travelled after Mother’s death.",0.8676143,1,0.8381011,1,0.12268555,0
FitS,c02,chc02_e4,August 14,"The mournful sound of the pipes went right to my heart and I felt I was leaving Mother behind, as well as the country that had been as a mother to me.",0.844482,1,0.9005737,1,0.08550514,0
FitS,c02,chc02_e5,August 15,We are finally free of the ice!,0.83889294,1,0.72402614,1,0.19113632,0
FitS,c02,chc02_e5,August 15,My feelings of being shut up have been getting worse and worse until I was beginning to fear I could not bear another day.,0.21974888,0,0.84538466,1,0.30572695,0
FitS,c02,chc02_e5,August 15,"And, of course, the longer we were stuck the longer the voyage would be.",0.6905271,1,0.81815344,1,0.18359478,0
FitS,c02,chc02_e5,August 15,"As the time dragged on, I became more and more aware of the other settlers — one in particular who is past annoying, Kate McGilvery.",0.5978453,1,0.33179724,0,0.52651644,1
FitS,c02,chc02_e5,August 15,"I have not mentioned her or written about her before in these pages, but I suppose I can talk or write about anything in this private book.",0.26035726,0,0.21619444,0,0.7530655,1
FitS,c02,chc02_e5,August 15,"She is hardly worth a mention, except for the fact that she seems to think I somehow put myself above all others.",0.18032621,0,0.25053927,0,0.77390015,1
FitS,c02,chc02_e5,August 15,It is most annoying.,0.0018162213,0,0.007142201,0,0.9958406,1
FitS,c02,chc02_e5,August 15,She has taken to calling me The Princess or Your Highness.,0.34933963,0,0.28842136,0,0.7035668,1
FitS,c02,chc02_e5,August 15,"I cannot help the fact that I hold myself well, that my dresses are well-made, that I speak English as well as Gaelic.",0.4405642,0,0.794548,1,0.288688,0
FitS,c02,chc02_e5,August 15,"She is a short, thin thing with dark eyes and dark hair — quite different from me, with my height, my hazel eyes and my reddish hair.",0.022781603,0,0.033566628,0,0.96758884,1
FitS,c02,chc02_e5,August 15,"She is eleven years old, just a year younger than I am.",0.060000207,0,0.023530949,0,0.9716735,1
FitS,c02,chc02_e5,August 15,"Well, I must admit that she got the better of me one day when I let her goad me into a rash act.",0.027576795,0,0.16471197,0,0.9098454,1
FitS,c02,chc02_e5,August 15,"We were drifting by a huge iceberg, an iceberg so big that many of the men travelled from our ship onto it.",0.77782017,1,0.8559975,1,0.1285328,0
FitS,c02,chc02_e5,August 15,First they attached it to the ship with hooks and after that went to collect fresh water.,0.104603715,0,0.25840065,0,0.7849882,1
FitS,c02,chc02_e5,August 15,"“I dare you, Little Princess,” Kate said to me.",0.07544597,0,0.02333375,0,0.96719456,1
FitS,c02,chc02_e5,August 15,“I dare you to go across.” All the other children stared.,0.019229604,0,0.033566512,0,0.96865886,1
FitS,c02,chc02_e5,August 15,"“I am not frightened,” I said, “of anything.” The sailors had descended to the iceberg by rope ladders.",0.5001842,1,0.71929926,1,0.30045626,0
FitS,c02,chc02_e5,August 15,"Quickly, before anybody could say anything, I leapt onto the ladder and dropped myself onto the iceberg.",0.291675,0,0.60476446,1,0.48683345,0
FitS,c02,chc02_e5,August 15,And I was so thrilled with my daring and with the expressions on their faces that I began to dance and skip and generally show off.,0.661362,1,0.14274238,0,0.68199915,1
FitS,c02,chc02_e5,August 15,"Plus it was wonderful to be off the confines of the ship, if only for a few moments.",0.8458946,1,0.8551676,1,0.11578776,0
FitS,c02,chc02_e5,August 15,I felt quite giddy — until I realized that most of the sailors had all climbed back up the ladder.,0.75830114,1,0.84090596,1,0.14825273,0
FitS,c02,chc02_e5,August 15,One of the last ones to ascend grabbed me in a very unceremonious way and pushed me up the ladder.,0.06804711,0,0.14990619,0,0.86893106,1
FitS,c02,chc02_e5,August 15,Fortunately Father saw none of this.,0.08413103,0,0.30622438,0,0.7871941,1
FitS,c02,chc02_e5,August 15,"Still, I am not sorry that little Miss Annoyance should see that there is nothing she can scare me with.",0.026450863,0,0.095749244,0,0.9413013,1
FitS,c02,chc02_e5,August 15,"But for some reason my actions, instead of stopping her fascination with me, seem to have encouraged her.",0.06574367,0,0.1536539,0,0.88410515,1
FitS,c02,chc02_e5,August 15,"Everywhere I turn there she is, always with an irritating word.",0.07157466,0,0.11803684,0,0.9103766,1
FitS,c02,chc02_e5,August 15,"It seems no matter what I say, she implies that I am putting on airs, even if it is just to say hello or good morning.",0.5688584,1,0.5204454,1,0.4640268,0
FitS,c02,chc02_e5,August 15,"“Ooh, doesn’t she speak fine!” Kate crows.",0.046925995,0,0.0989167,0,0.93035704,1
FitS,c02,chc02_e5,August 15,"“I merely said hello,” I retort.",0.029265778,0,0.05258742,0,0.9619311,1
FitS,c02,chc02_e5,August 15,"“Merely,” she says, eyes rolling upwards.",0.03351867,0,0.025098352,0,0.9742963,1
FitS,c02,chc02_e5,August 15,“Merely.” As if uttering that word alone is some sort of crime.,0.013278415,0,0.14655244,0,0.9307325,1
FitS,c02,chc02_e6,August 17,We are entering Hudson Bay.,0.8784934,1,0.40752828,0,0.37410748,0
FitS,c02,chc02_e6,August 17,We get closer to land every second!,0.37812856,0,0.20352677,0,0.71181077,1
FitS,c02,chc02_e7,August 18,Kate has begun to keep a close eye on the burgeoning romances that seem to be developing between the single men and women on the boat.,0.6626064,1,0.3982318,0,0.45077965,0
FitS,c02,chc02_e7,August 18,"Anne McKim is the plainest young woman I have ever seen, but a gentle spirit with pleasing manners.",0.1600657,0,0.28043717,0,0.76697534,1
FitS,c02,chc02_e7,August 18,"She is the eldest of five, and lately Nichol Johnston, a fellow whose pitch-black hair sticks straight up as if he’d just had a terrible fright, has been following her around like a puppy.",0.032890584,0,0.14387316,0,0.9054873,1
FitS,c02,chc02_e7,August 18,"Kate is never far behind them, taunting under her breath with rhymes like: “Roses are red, violets are blue, the waves crash about us, and I love you.” She is merciless in her teasing and the poor young couples can find no peace from her.",0.7629469,1,0.75027734,1,0.21118896,0
FitS,c02,chc02_e8,August 24,We have just survived the most dreadful storm.,0.6519305,1,0.83610857,1,0.18669148,0
FitS,c02,chc02_e8,August 24,"I could not write, as we were trapped in the hold as the ship pitched and rolled in the most terrifying way.",0.514613,1,0.90996915,1,0.15524991,0
FitS,c02,chc02_e8,August 24,"Robbie was horribly sick, as were many others, and the smell became so bad that others became sick too, until the entire hold smelled of vomit and sweat, and that smell was enough to make the rest of us sick, as well.",0.43299952,0,0.85946274,1,0.19384399,0
FitS,c02,chc02_e8,August 24,When the storm was finally over we had to clean up the mess.,0.6437019,1,0.6293908,1,0.34295192,0
FitS,c02,chc02_e8,August 24,And every minute I became more and more aware of how close the quarters are until at times I felt I would certainly faint.,0.3322301,0,0.60381496,1,0.4319204,0
FitS,c02,chc02_e8,August 24,I refused to allow that to happen; it would have given Kate too many opportunities to torment me.,0.059307847,0,0.20109165,0,0.86104655,1
FitS,c02,chc02_e8,August 24,I am exhausted.,0.011392967,0,0.18057297,0,0.9298503,1
FitS,c02,chc02_e9,August 27,We have anchored at the mouth of the Nelson River.,0.7746189,1,0.47297293,0,0.38149506,0
FitS,c02,chc02_e9,August 27,Father says we are only 20 miles from the Hudson’s Bay Company post called York Factory.,0.8652463,1,0.5393108,1,0.31364733,0
FitS,c02,chc02_e9,August 27,It is on another river — the Hayes River — that also flows into Hudson Bay.,0.4145163,0,0.18757226,0,0.72509634,1
FitS,c02,chc02_e9,August 27,A schooner will come to take us there.,0.85979474,1,0.740083,1,0.18570773,0
FitS,c02,chc02_e9,August 27,"The ship’s cannon is firing as I write, to let them know that we have arrived.",0.8686477,1,0.6721841,1,0.21882866,0
FitS,c02,chc02_e9,August 27,My heart is fluttering like a newborn chick getting ready to be pushed from the nest.,0.36744857,0,0.53303164,1,0.54070854,1
FitS,c02,chc02_e9,August 27,"I cannot wait to set foot on land, and yet I am nervous about what is to come.",0.71297604,1,0.8965654,1,0.119298086,0
FitS,c02,chc02_e9,August 27,I know that I wrote little on our trip.,0.28115597,0,0.27794898,0,0.73024374,1
FitS,c02,chc02_e9,August 27,"I realize this is a bit of a muddle, this diary writing, but I have never before written in a diary and it must take me a little while to become accustomed to the proper form and to decide what is important to include.",0.3064834,0,0.5482391,1,0.4863788,0
FitS,c02,chc02_e9,August 27,"After all, I cannot write every single detail of every single day.",0.071317725,0,0.3818738,0,0.7592893,1
FitS,c02,chc02_e9,August 27,But I will try to write what is important to me and hope that will suffice.,0.37687227,0,0.3063822,0,0.6425137,1
