book_name,chapter_id,entry_id,date,sentence,Positive_score,Positive_pred,Negative_score,Negative_pred,Neutral_score,Neutral_pred
AinUTL,1,ch1_e3,le 10 mai 1666,"A Treatise on the Natures of Men and Dragonflies , it was to be called.",0.08330508,0,0.13787603,0,0.86332566,1
AinUTL,1,ch1_e3,le 10 mai 1666,I have copied one of his drawings of a dragonfly onto the first page of this diary in his memory.,0.2726314,0,0.2683085,0,0.7169706,1
AinUTL,1,ch1_e3,le 10 mai 1666,"Except for the rooms we use, the house is rather dusty, since there are no servants here now.",0.71347404,1,0.55384946,1,0.33453035,0
AinUTL,1,ch1_e3,le 10 mai 1666,"The library, though, is clean.",0.11201495,0,0.11833449,0,0.87022114,1
AinUTL,1,ch1_e3,le 10 mai 1666,I myself see to that.,0.01760166,0,0.025083935,0,0.9781424,1
AinUTL,1,ch1_e3,le 10 mai 1666,"Its tables and shelves are polished, the floor gleams, and the books are in order.",0.2496359,0,0.06348724,0,0.8615341,1
AinUTL,1,ch1_e3,le 10 mai 1666,"There is no odour of mustiness, for I open the windows every week and let the fresh air blow in.",0.47836596,0,0.81495553,1,0.21692245,0
AinUTL,1,ch1_e3,le 10 mai 1666,"I sometimes sit alone here in the evening with a single candle and write in this diary, as I am now doing.",0.34672055,0,0.5779799,1,0.45443478,0
AinUTL,1,ch1_e3,le 10 mai 1666,Louise says I must not waste candles.,0.040942125,0,0.06434264,0,0.94591105,1
AinUTL,1,ch1_e3,le 10 mai 1666,Once I opened a book to find that an iris had been pressed between its pages.,0.03729115,0,0.03500674,0,0.96126324,1
AinUTL,1,ch1_e3,le 10 mai 1666,Had Maman put it there?,0.0065444587,0,0.03187481,0,0.9824818,1
AinUTL,1,ch1_e3,le 10 mai 1666,"Again, I will not ever know.",0.06893197,0,0.23987064,0,0.8358414,1
AinUTL,1,ch1_e3,le 10 mai 1666,That is why it is so important for me to write in this diary.,0.13890657,0,0.08440193,0,0.9013765,1
AinUTL,1,ch1_e3,le 10 mai 1666,Some day I may have a daughter.,0.35989028,0,0.20155196,0,0.74673516,1
AinUTL,1,ch1_e3,le 10 mai 1666,"If I am not here, the words I write will tell my story.",0.2987187,0,0.6775664,1,0.41807467,0
AinUTL,1,ch1_e4,le 14 mai 1666,It rained yesterday and today.,0.04806699,0,0.10098844,0,0.8985948,1
AinUTL,1,ch1_e4,le 14 mai 1666,"Minette does not care for the rain and so she stayed inside, lazy creature.",0.021528535,0,0.067148685,0,0.9542454,1
AinUTL,1,ch1_e4,le 14 mai 1666,She watched the rain run down the glass of the window in the library and put out her paw to bat at it.,0.005247554,0,0.033655226,0,0.9797734,1
AinUTL,1,ch1_e4,le 14 mai 1666,Does she think it is alive?,0.017554764,0,0.04842967,0,0.97011966,1
AinUTL,1,ch1_e4,le 14 mai 1666,"I asked her, but all she did was meow.",0.008752063,0,0.036043737,0,0.9785098,1
AinUTL,1,ch1_e4,le 14 mai 1666,"That is silly, I know, but what luxury it is to be silly, even if it is only in writing.",0.35361442,0,0.670965,1,0.41396838,0
AinUTL,1,ch1_e4,le 14 mai 1666,"All that will end when I grow older and marry, Louise says.",0.44458643,0,0.40484443,0,0.5649422,1
AinUTL,1,ch1_e4,le 14 mai 1666,Marriage.,0.0144968685,0,0.024255533,0,0.9813973,1
AinUTL,1,ch1_e4,le 14 mai 1666,What a serious thing.,0.0042304182,0,0.032238033,0,0.9854549,1
AinUTL,1,ch1_e4,le 14 mai 1666,It is very likely that Catherine will wed a young man by the name of Armand Lecôté.,0.035852607,0,0.039801084,0,0.9598713,1
AinUTL,1,ch1_e4,le 14 mai 1666,"He lives with his family in Montréal, across the ocean in New France, and his father is an old acquaintance of Papa’s.",0.8847529,1,0.5717434,1,0.2857526,0
AinUTL,1,ch1_e4,le 14 mai 1666,It took many letters and much bargaining to arrange such a thing.,0.07079148,0,0.25450632,0,0.8170847,1
AinUTL,1,ch1_e4,le 14 mai 1666,"Catherine, fortunately, has a fine dowry and anyone would wed her.",0.5039561,1,0.25553343,0,0.6789543,1
AinUTL,1,ch1_e4,le 14 mai 1666,Catherine says I must put childish things aside and act like the young lady I am.,0.031577334,0,0.13353767,0,0.9188896,1
AinUTL,1,ch1_e4,le 14 mai 1666,"Perhaps I should, but I would rather take off my shoes and stockings and run through the puddles in the garden.",0.010930573,0,0.17605558,0,0.91583806,1
AinUTL,1,ch1_e5,le 17 mai 1666,Letters arrived while I was out walking with Minette in the garden.,0.14298186,0,0.027647853,0,0.9535565,1
AinUTL,1,ch1_e5,le 17 mai 1666,One was all the way from New France.,0.8713972,1,0.5285932,1,0.3106067,0
AinUTL,1,ch1_e5,le 17 mai 1666,"Catherine read it, of course.",0.02189679,0,0.012398461,0,0.9856871,1
AinUTL,1,ch1_e5,le 17 mai 1666,Monsieur Lecôté has expressed his regrets at the death of Papa.,0.1634362,0,0.26411396,0,0.7784842,1
AinUTL,1,ch1_e5,le 17 mai 1666,He wished to know the state of Catherine’s dowry.,0.14598486,0,0.22073737,0,0.8130018,1
AinUTL,1,ch1_e5,le 17 mai 1666,"Strangely, there was no letter from Armand, but there was a letter from Cousin Pierre Demerse in La Rochelle.",0.17758378,0,0.16249,0,0.82645255,1
AinUTL,1,ch1_e5,le 17 mai 1666,"Cousin Pierre and his wife, Cousine Madeleine, will come here to live.",0.4781334,0,0.056706477,0,0.8568426,1
AinUTL,1,ch1_e5,le 17 mai 1666,"Catherine says it is because Cousin Pierre is our guardian, and Papa’s will was quite clear that he should look out for us until we wed.",0.83765084,1,0.38269645,0,0.43798915,0
AinUTL,1,ch1_e5,le 17 mai 1666,"They will bring their daughter, Cousine Anne.",0.34768656,0,0.06679748,0,0.87456155,1
AinUTL,1,ch1_e6,le 18 mai 1666,"Cousin Pierre, Cousine Madeleine and Cousine Anne arrived in a large coach this morning.",0.38028464,0,0.09347706,0,0.82897323,1
AinUTL,1,ch1_e6,le 18 mai 1666,"Three housemaids, a cook and a rather haughty butler rode behind them in a little cart.",0.061105814,0,0.10834352,0,0.9022684,1
AinUTL,1,ch1_e6,le 18 mai 1666,Servants!,0.023221226,0,0.039902978,0,0.9654471,1
AinUTL,1,ch1_e6,le 18 mai 1666,Now the house will be sparkling clean again.,0.6391481,1,0.20047408,0,0.6309678,1
AinUTL,1,ch1_e7,le 19 mai 1666,It rained all day today.,0.08343257,0,0.109962046,0,0.8741657,1
AinUTL,1,ch1_e7,le 19 mai 1666,Cousin Pierre shut himself up in Papa’s study and did not come out until the afternoon.,0.07765896,0,0.13660967,0,0.8837862,1
AinUTL,1,ch1_e7,le 19 mai 1666,"When he did, his face was grim.",0.0121098,0,0.03915005,0,0.9714296,1
AinUTL,1,ch1_e7,le 19 mai 1666,"They did not see me, for I was hiding behind the screen in the hall, but Cousin Pierre told Madeleine that the debts are great, so great the house must be sold.",0.20372267,0,0.3306464,0,0.67689496,1
AinUTL,1,ch1_e7,le 19 mai 1666,“Insects!,0.040801212,0,0.074797,0,0.9355354,1
AinUTL,1,ch1_e7,le 19 mai 1666,Dragonflies!,0.25142768,0,0.13121939,0,0.82147306,1
AinUTL,1,ch1_e7,le 19 mai 1666,All his life the fool wasted time and money in his pointless work.,0.08215482,0,0.66786623,1,0.5725244,1
AinUTL,1,ch1_e7,le 19 mai 1666,Now it has come to this!” he fumed.,0.2691547,0,0.39530846,0,0.63004786,1
AinUTL,1,ch1_e7,le 19 mai 1666,Then he sighed.,0.0044229194,0,0.015988195,0,0.9897461,1
AinUTL,1,ch1_e7,le 19 mai 1666,“I had suspected as much.,0.035236835,0,0.061476335,0,0.9495496,1
AinUTL,1,ch1_e7,le 19 mai 1666,I thank le bon Dieu that I wrote to Monsieur Deschamps before we set out.,0.57284755,1,0.17741111,0,0.69250876,1
AinUTL,1,ch1_e7,le 19 mai 1666,"The girls are my responsibility, and I will see them safely settled somehow.” I cannot sleep.",0.49451217,0,0.7079091,1,0.3555125,0
AinUTL,1,ch1_e7,le 19 mai 1666,"One by one, each thing in my life that meant anything to me has been taken away.",0.233313,0,0.7366006,1,0.42485344,0
AinUTL,1,ch1_e7,le 19 mai 1666,"Maman, Papa, and now my home will be gone.",0.5165672,1,0.43349713,0,0.52509356,1
AinUTL,1,ch1_e7,le 19 mai 1666,"I will have only Catherine, and Minette of course, loyal Minette who hisses each time she sees Madeleine.",0.037992753,0,0.046805095,0,0.9561517,1
AinUTL,1,ch1_e8,le 23 mai 1666,The days grow more miserable and the only place I may write in peace is here in my own chamber.,0.7213016,1,0.93101066,1,0.08338133,0
AinUTL,1,ch1_e8,le 23 mai 1666,How I miss the use of our library!,0.33449745,0,0.4688132,0,0.57370424,1
AinUTL,1,ch1_e8,le 23 mai 1666,"Catherine says Madeleine does not wish to have two unmarried females under this roof, especially if young men come to call.",0.16201401,0,0.25488284,0,0.7765781,1
AinUTL,1,ch1_e8,le 23 mai 1666,"Anne is more important, since she is eighteen and of a marriageable age.",0.09121799,0,0.05721402,0,0.93317616,1
AinUTL,1,ch1_e8,le 23 mai 1666,More nonsense.,0.012447455,0,0.037490215,0,0.97461456,1
AinUTL,1,ch1_e8,le 23 mai 1666,I think that Madeleine and Anne are jealous of Catherine.,0.0072517605,0,0.009714277,0,0.991614,1
AinUTL,1,ch1_e8,le 23 mai 1666,My sister is so lovely.,0.05067666,0,0.015114749,0,0.9812943,1
AinUTL,1,ch1_e8,le 23 mai 1666,Madeleine looks like one of the sheep that stands staring from behind a fence.,0.021211395,0,0.023945965,0,0.97650516,1
AinUTL,1,ch1_e8,le 23 mai 1666,Does that make Anne a lamb?,0.006860132,0,0.048949555,0,0.97679603,1
AinUTL,1,ch1_e8,le 23 mai 1666,She is not very lamb-like.,0.0036938796,0,0.006308336,0,0.995262,1
AinUTL,1,ch1_e8,le 23 mai 1666,"It is not Madeleine’s fault that she looks like a sheep, but she need not act like one.",0.0143601755,0,0.051174104,0,0.96611005,1
AinUTL,1,ch1_e9,le 24 mai 1666,I think Cousine Madeleine would very much like us to leave.,0.298949,0,0.068372436,0,0.8746789,1
AinUTL,1,ch1_e9,le 24 mai 1666,This morning she said that there is barely enough room for us to stay here.,0.8480508,1,0.6533156,1,0.25705177,0
AinUTL,1,ch1_e9,le 24 mai 1666,What does she mean?,0.003669246,0,0.019035663,0,0.99099296,1
AinUTL,1,ch1_e9,le 24 mai 1666,Le Cadeau has twenty rooms!,0.35837585,0,0.05305763,0,0.8857016,1
AinUTL,1,ch1_e9,le 24 mai 1666,"We must make ourselves useful, she says.",0.28036866,0,0.083067305,0,0.8558551,1
AinUTL,1,ch1_e9,le 24 mai 1666,"“I can embroider and make lace,” Catherine offered.",0.24750039,0,0.041690834,0,0.9165896,1
AinUTL,1,ch1_e9,le 24 mai 1666,“My soufflés are very light.” I said that I could cook and do most tasks in the kitchen.,0.05368349,0,0.027118888,0,0.96123904,1
AinUTL,1,ch1_e9,le 24 mai 1666,"Before they were sold, I often helped milk the cows.",0.18081908,0,0.15576352,0,0.82215065,1
AinUTL,1,ch1_e9,le 24 mai 1666,"It was how I caught the cowpox, and why my hands have the little scars that they bear.",0.026507897,0,0.08044806,0,0.9297225,1
AinUTL,1,ch1_e9,le 24 mai 1666,Cousine Madeleine did not seem impressed.,0.022766251,0,0.016450105,0,0.9816674,1
AinUTL,1,ch1_e9,le 24 mai 1666,I do wish Armand would write.,0.17942363,0,0.15828133,0,0.82585466,1
AinUTL,1,ch1_e10,le 25 mai 1666,Catherine and Madeleine argued today.,0.1517301,0,0.080237694,0,0.89360625,1
AinUTL,1,ch1_e10,le 25 mai 1666,"“There will be no dowries for you once the house is sold and the debts are paid,” Madeleine said.",0.3758572,0,0.35734692,0,0.5742591,1
AinUTL,1,ch1_e10,le 25 mai 1666,“Armand Lecôté will never marry you now.” I myself do not believe that Madeleine is correct.,0.09154974,0,0.12528534,0,0.88407123,1
AinUTL,1,ch1_e10,le 25 mai 1666,Armand loves Catherine.,0.004987355,0,0.0036188732,0,0.99642986,1
AinUTL,1,ch1_e10,le 25 mai 1666,"He said so once in a letter that made me laugh, he tried so hard to be flowery and romantic.",0.34804666,0,0.36947337,0,0.63116884,1
AinUTL,1,ch1_e10,le 25 mai 1666,"“Enough, Madeleine,” Cousin Pierre said, stepping between Catherine and his wife.",0.30386826,0,0.09680664,0,0.8531853,1
AinUTL,1,ch1_e10,le 25 mai 1666,"“I have made inquires at the convent, Catherine,” he said to her gently.",0.06964396,0,0.058200076,0,0.9333939,1
AinUTL,1,ch1_e10,le 25 mai 1666,“You would be welcome there as a novice.,0.06648759,0,0.031115863,0,0.9528032,1
AinUTL,1,ch1_e10,le 25 mai 1666,"Hélène, as well, in time.",0.13348824,0,0.040420387,0,0.93220365,1
AinUTL,1,ch1_e10,le 25 mai 1666,It could be a good life for you both.,0.7422893,1,0.35530397,0,0.50400656,1
AinUTL,1,ch1_e10,le 25 mai 1666,"I would, naturally, provide modest dowries.” Catherine wept bitterly tonight.",0.19155197,0,0.3605916,0,0.6879769,1
AinUTL,1,ch1_e10,le 25 mai 1666,It is Madeleine’s fault.,0.018083805,0,0.064264044,0,0.9607072,1
AinUTL,1,ch1_e10,le 25 mai 1666,I am too cross to weep.,0.026243893,0,0.38563505,0,0.825259,1
AinUTL,1,ch1_e10,le 25 mai 1666,"A pair of nuns, indeed!",0.015698256,0,0.016673848,0,0.98324466,1
AinUTL,1,ch1_e11,le 26 mai 1666,I have sinned.,0.0076725124,0,0.09904252,0,0.9514507,1
AinUTL,1,ch1_e11,le 26 mai 1666,I called Madeleine a sheep.,0.016906867,0,0.012291017,0,0.98763704,1
AinUTL,1,ch1_e11,le 26 mai 1666,I was sent directly to my chamber without dinner.,0.033768427,0,0.25245088,0,0.8708753,1
AinUTL,1,ch1_e11,le 26 mai 1666,"I will admit that Papa sent me up more than once when I was naughty, but never did he starve me.",0.10023761,0,0.35690835,0,0.758733,1
AinUTL,1,ch1_e11,le 26 mai 1666,How fortunate that I keep bread and cheese in a tin inside the armoire in case Minette or I require food during the night.,0.05098546,0,0.15426625,0,0.89164144,1
AinUTL,1,ch1_e11,le 26 mai 1666,This morning I walked to Père Simard to make my confession.,0.08194265,0,0.028578578,0,0.95540655,1
AinUTL,1,ch1_e11,le 26 mai 1666,I am ashamed to say I enjoyed the walk from our house to the church in our village of Reignac.,0.7852973,1,0.71175605,1,0.23145492,0
AinUTL,1,ch1_e11,le 26 mai 1666,He made very strange choking noises on the other side of the little screen when I told him what I had said.,0.013530698,0,0.06988279,0,0.95678806,1
AinUTL,1,ch1_e11,le 26 mai 1666,I hope he does not take ill. My penance is to pray the rosary every night for a week.,0.0785819,0,0.16613555,0,0.8571742,1
AinUTL,1,ch1_e11,le 26 mai 1666,I have added to the penance myself.,0.036175165,0,0.08193643,0,0.93418866,1
AinUTL,1,ch1_e11,le 26 mai 1666,I will apologize to Madeleine.,0.015900064,0,0.01372809,0,0.9857325,1
AinUTL,1,ch1_e11,le 26 mai 1666,"Before I left the confessional, I asked Père Simard if keeping the diary might be a sin of pride.",0.07737624,0,0.28957728,0,0.791323,1
AinUTL,1,ch1_e11,le 26 mai 1666,He said no.,0.003661549,0,0.0066963644,0,0.9950545,1
AinUTL,1,ch1_e11,le 26 mai 1666,I do tend to be a little proud of how well I write.,0.08486184,0,0.08763671,0,0.9100331,1
AinUTL,1,ch1_e11,le 26 mai 1666,Catherine’s letters are blotched and misspelled.,0.012136601,0,0.07405906,0,0.95563793,1
AinUTL,1,ch1_e11,le 26 mai 1666,I suspect that Madeleine and Anne can barely write or read at all.,0.089836545,0,0.123320855,0,0.88741183,1
AinUTL,1,ch1_e11,le 26 mai 1666,Papa always said that there is enormous power in the written word and that I must use it for good things.,0.48243728,0,0.2519617,0,0.65736365,1
AinUTL,1,ch1_e11,le 26 mai 1666,"I know in my heart that this diary is a good thing, but it is always best to ask a priest.",0.08821981,0,0.16266124,0,0.8653013,1
AinUTL,1,ch1_e12,le 28 mai 1666,Today visitors came.,0.8325256,1,0.3648,0,0.4056189,0
AinUTL,1,ch1_e12,le 28 mai 1666,"I crouched down in the hallway, my ear next to the partially opened door, and listened.",0.007241819,0,0.010190352,0,0.9900842,1
AinUTL,1,ch1_e12,le 28 mai 1666,"He was Monsieur Deschamps, the man to whom Cousin Pierre had written.",0.07915749,0,0.035761673,0,0.94943815,1
AinUTL,1,ch1_e12,le 28 mai 1666,She was Madame Laurent.,0.011809014,0,0.0020617603,0,0.9964168,1
AinUTL,1,ch1_e12,le 28 mai 1666,Both of them are from Montréal.,0.41755253,0,0.06859619,0,0.8431776,1
AinUTL,1,ch1_e12,le 28 mai 1666,Do they know Armand?,0.019314779,0,0.020539781,0,0.9809744,1
AinUTL,1,ch1_e12,le 28 mai 1666,"“You have royal blood, Mademoiselle St. Onge, and you would be a highly desirable bride for someone of the upper class,” Madame Laurent said to Catherine.",0.25328428,0,0.03479417,0,0.9179653,1
AinUTL,1,ch1_e12,le 28 mai 1666,It is true we are related to His Majesty Louis XIV.,0.7125646,1,0.20255524,0,0.62005556,1
AinUTL,1,ch1_e12,le 28 mai 1666,"A few drops of royal blood course through our veins, we have always been told.",0.5555203,1,0.47413355,0,0.46539465,0
AinUTL,1,ch1_e12,le 28 mai 1666,But we are so distantly related that Louise says it does not matter.,0.23303947,0,0.15714902,0,0.8199715,1
AinUTL,1,ch1_e12,le 28 mai 1666,"Still, it is not something that everyone may claim.",0.21462353,0,0.42738348,0,0.6628556,1
AinUTL,1,ch1_e12,le 28 mai 1666,They then proposed something to Catherine that took the very breath from my lungs.,0.068398096,0,0.07869267,0,0.93212223,1
AinUTL,1,ch1_e12,le 28 mai 1666,“Would you consider leaving France to become one of les filles à marier ?” Monsieur Deschamps asked her.,0.21090049,0,0.1335761,0,0.8333179,1
AinUTL,1,ch1_e12,le 28 mai 1666,"“It would not be such a hardship, since you have family in Montréal, Monsieur Demerse tells me.” This was true.",0.78973174,1,0.6739253,1,0.2670786,0
AinUTL,1,ch1_e12,le 28 mai 1666,"Papa’s brother Jules, who died years ago, lived in Montréal and married a widow.",0.4834743,0,0.3016435,0,0.6441296,1
AinUTL,1,ch1_e12,le 28 mai 1666,No one except Papa ever spoke of her.,0.059985485,0,0.19993033,0,0.87522566,1
AinUTL,1,ch1_e12,le 28 mai 1666,"There had been letters when Oncle Jules was alive, but they slowly ended, the way things sometimes do.",0.25616962,0,0.30095452,0,0.66785693,1
AinUTL,1,ch1_e12,le 28 mai 1666,Her name is Barbe Moitié.,0.016076626,0,0.0075684898,0,0.99007916,1
AinUTL,1,ch1_e12,le 28 mai 1666,"“The woman keeps a tavern, monsieur,” snapped Catherine.",0.059278302,0,0.056843277,0,0.9457748,1
AinUTL,1,ch1_e12,le 28 mai 1666,"Then she asked, “What is this you are proposing?",0.013946684,0,0.015904421,0,0.9852085,1
AinUTL,1,ch1_e12,le 28 mai 1666,"Who are les filles à marier ?” Before I could hear the answer, Louise caught me on my knees and sent me away.",0.054630794,0,0.07676604,0,0.93142444,1
AinUTL,1,ch1_e12,le 28 mai 1666,"“Manners, Hélène.",0.025933197,0,0.022486268,0,0.9758848,1
AinUTL,1,ch1_e12,le 28 mai 1666,"Manners,” she scolded.",0.03383346,0,0.066857755,0,0.9506399,1
AinUTL,1,ch1_e12,le 28 mai 1666,I may perish of curiosity.,0.0947793,0,0.5222317,1,0.6461628,1
AinUTL,1,ch1_e12,le 28 mai 1666,Is excessive curiosity a sin?,0.005854516,0,0.13318253,0,0.95329845,1
AinUTL,1,ch1_e12,le 28 mai 1666,I must ask Père Simard at confession.,0.023387304,0,0.027429821,0,0.9737456,1
AinUTL,1,ch1_e12,le 28 mai 1666,"I will walk to the church this instant, just in case it is.",0.14165342,0,0.078104325,0,0.89413184,1
AinUTL,1,ch1_e12,le 28 mai 1666,"ce même soir I may now finish this entry, since Père Simard has explained.",0.3679187,0,0.16856378,0,0.7392622,1
AinUTL,1,ch1_e12,le 28 mai 1666,There are not enough women in New France.,0.6720159,1,0.43847558,0,0.46220323,0
AinUTL,1,ch1_e12,le 28 mai 1666,"No men are marrying, and so no babies are being born.",0.23159467,0,0.4110969,0,0.6373966,1
AinUTL,1,ch1_e12,le 28 mai 1666,"The officials in New France put great pressure upon single men, even forbidding them to leave the towns or trade with the Indians unless they wed. Les filles à marier .",0.57057106,1,0.5276406,1,0.40445352,0
AinUTL,1,ch1_e12,le 28 mai 1666,Père Simard said that they are the girls chosen by the merchants of the Compagnie des Indes Occidentales and sometimes the priests.,0.048775714,0,0.013737183,0,0.9731215,1
AinUTL,1,ch1_e12,le 28 mai 1666,"The girls are carefully screened, and only the best are chosen.",0.002056878,0,0.00396362,0,0.99645233,1
AinUTL,1,ch1_e12,le 28 mai 1666,He will be writing a letter of recommendation for Catherine if she goes.,0.12297196,0,0.04374683,0,0.9406683,1
AinUTL,1,ch1_e12,le 28 mai 1666,She will need her birth certificate as well.,0.18351534,0,0.11299142,0,0.8825601,1
AinUTL,1,ch1_e12,le 28 mai 1666,They receive a dowry in the form of a little chest of goods.,0.007687593,0,0.024017386,0,0.98366576,1
AinUTL,1,ch1_e12,le 28 mai 1666,"Their duty is to wed and to raise children, all for the glory of God and the King.",0.44285,0,0.12418889,0,0.75543916,1
AinUTL,1,ch1_e12,le 28 mai 1666,"In Montréal, they stay with a woman named la Soeur Marguerite Bourgeoys who looks after them.",0.41012543,0,0.09367088,0,0.82568043,1
AinUTL,1,ch1_e12,le 28 mai 1666,La Soeur Bourgeoys is a nun and could not be more respectable.,0.034992695,0,0.033318322,0,0.9660068,1
AinUTL,1,ch1_e12,le 28 mai 1666,"If they receive an offer of marriage, they themselves decide whether they will marry that man.",0.049195196,0,0.083345026,0,0.9244289,1
AinUTL,1,ch1_e12,le 28 mai 1666,"Then when they marry, there is a gift of money, or a cow or some chickens.",0.070753865,0,0.09920459,0,0.9048893,1
AinUTL,1,ch1_e12,le 28 mai 1666,New France sounds so exciting and mysterious.,0.89837354,1,0.6323218,1,0.23233864,0
AinUTL,1,ch1_e12,le 28 mai 1666,"The thought of travelling so far from all I have ever known does worry me a little, though, I admit.",0.7151915,1,0.93898356,1,0.08739406,0
AinUTL,1,ch1_e12,le 28 mai 1666,"But there is Tante Barbe, after all.",0.08190618,0,0.06122707,0,0.9272481,1
