book_name,chapter_id,date,sentence,version,neutral,positive,negative,immigration
PasWide,1,May 23,Elizabeth's question was whether I had ever gone to Buckingham Palace to have tea with the king.,aug_1,0,1,1,1
PasWide,1,May 23,Elizabeth wondered if I'd actually been to Buckingham Palace and had tea with the king.,aug_2,0,1,1,1
PasWide,1,May 19,"He hugged us tightly and made a show of not recognising me on account of how grown-up I looked, while Mother cried a little.",aug_1,0,1,1,1
PasWide,1,May 19,"Huge hugs from him, and he playfully claimed not to know me — I had grown so much — and Mother's eyes filled with tears.",aug_2,0,1,1,1
PasWide,1,May 21,"Mr. Burgess tracked down a house just for us, since we absolutely cannot all fit in this one.",aug_1,0,1,1,1
PasWide,1,May 21,"A house of our own — Mr. Burgess found one, which is fortunate since this place certainly has no room for all of us.",aug_2,0,1,1,1
PasWide,1,March,"isn’t spring in Saskatchewan, it is still blinking cold.)",original,0,0,1,1
PasWide,1,March,It is not spring in Saskatchewan — it is still bitterly cold.,aug_1,0,0,1,1
PasWide,1,March,Spring in Saskatchewan? Hardly — it is absolutely freezing still.,aug_2,0,0,1,1
PasWide,1,August 25,Catharine has been captured by Indians.,original,0,0,1,1
PasWide,1,August 25,The Indians have taken Catharine captive.,aug_1,0,0,1,1
PasWide,1,August 25,Catharine has been taken by Indians.,aug_2,0,0,1,1
PasWide,1,May 18,I was a bit scared because I have never seen a Chinese person before and in Magnet magazine all the Chinese men have long moustaches and long knives.,original,0,0,1,1
PasWide,1,May 18,"I was a little frightened since I had never seen a Chinese person in my life, and in Magnet magazine all the Chinese men are drawn with long moustaches and long knives.",aug_1,0,0,1,1
PasWide,1,May 18,"Never having seen a Chinese person before, I felt a bit scared, especially since Magnet magazine always shows Chinese men with long moustaches and long knives.",aug_2,0,0,1,1
PasWide,1,August 25,"He says they say to each other, “Fee fi fo fum, I smell the blood of an Englishman.” Question about mosquitoes: Why?",original,0,0,1,1
PasWide,1,August 25,"He says they tell each other, ""Fee fi fo fum, I smell the blood of an Englishman."" Also, a question about the mosquitoes: Why?",aug_1,0,0,1,1
PasWide,1,August 25,"""Fee fi fo fum, I smell the blood of an Englishman"" — that's apparently what they say to one another. And on the subject of mosquitoes: why?",aug_2,0,0,1,1
PasWide,1,May 2,“Is that our ship?” “Where’s Frank?” “What are we stopping for?” “Who’s got the luggage?” It was like the Tower of Babel.,original,1,0,1,1
PasWide,1,May 2,"""Is that our ship?"" ""Where has Frank got to?"" ""Why have we stopped?"" ""Who is watching the luggage?"" It was an absolute Tower of Babel.",aug_1,1,0,1,1
PasWide,1,May 2,"Questions flying everywhere — ""Our ship?"" ""Frank?"" ""Why are we stopped?"" ""The luggage?"" — a complete Tower of Babel.",aug_2,1,0,1,1
PasWide,1,May 12,Canadian trains are different.,original,1,0,1,1
PasWide,1,May 12,The trains here in Canada are not what I expected.,aug_1,1,0,1,1
PasWide,1,May 12,Canadian trains are not at all the same as what I know.,aug_2,1,0,1,1
PasWide,1,May 2,I watched them until they disappeared.,original,0,0,1,1
PasWide,1,May 2,I kept my eyes on them until they were out of sight.,aug_1,0,0,1,1
PasWide,1,May 2,My eyes followed them all the way until they vanished.,aug_2,0,0,1,1
PasWide,1,May,Auntie Millie cried when we left.,original,0,0,1,1
PasWide,1,May,"When we left, Auntie Millie was in tears.",aug_1,0,0,1,1
PasWide,1,May,Auntie Millie wept as we said our goodbyes.,aug_2,0,0,1,1
PasWide,1,September 15,This morning somebody had written “Britishers Go Home” in the sand.,original,0,0,1,1
PasWide,1,September 15,"This morning the words ""Britishers Go Home"" had been scratched into the sand by someone.",aug_1,0,0,1,1
PasWide,1,September 15,"Someone had written ""Britishers Go Home"" in the sand — I found it there this morning.",aug_2,0,0,1,1
PasWide,1,May 12,NOT like the seasickness rocking of the ship.,original,0,0,1,1
PasWide,1,May 12,Nothing like the awful swaying seasickness of the ship.,aug_1,0,0,1,1
PasWide,1,May 12,It is completely unlike the dreadful rocking that made us seasick on the ship.,aug_2,0,0,1,1
PasWide,1,July 28,It is going to be strange in Canada with no relatives.,original,1,0,1,1
PasWide,1,July 28,Having no relatives at all in Canada is going to feel very strange.,aug_1,1,0,1,1
PasWide,1,July 28,Life in Canada without any family nearby — that is going to take some getting used to.,aug_2,1,0,1,1
PasWide,1,May 21,"He wanted to be riding the range in Canada, not serving in a shop.",original,0,0,1,1
PasWide,1,May 21,"What he had wanted was to ride the open range in Canada, not stand behind a shop counter.",aug_1,0,0,1,1
PasWide,1,May 21,Riding the range in Canada was his dream — not working in a shop.,aug_2,0,0,1,1
PasWide,1,May 10,What if there is no Moose Jaw or Medicine Hat or Piapot?,original,0,0,1,1
PasWide,1,May 10,"But what if Moose Jaw doesn't exist, or Medicine Hat, or Piapot?",aug_1,0,0,1,1
PasWide,1,May 10,"What if none of it is real — no Moose Jaw, no Medicine Hat, no Piapot?",aug_2,0,0,1,1
